Client_ID,Total_Tradelines_6m_In,Total_Tradelines_1y_In,Total_Tradelines_2y_In,Max_Trade_3m_Out
117177,14.0,14,38,9617
110775,19.0,19,21,16490
108992,14.0,15,31,12076
123842,4.0,10,19,13050
112219,14.0,15,15,3519
124345,9.0,26,26,9492
124959,18.0,26,26,9682
123206,3.0,28,34,17332
113811,12.0,19,19,19477
105327,17.0,17,30,11673
104345,5.0,13,34,14285
112551,7.0,9,26,7556
118457,5.0,8,14,19463
120920,3.0,17,38,8632
101976,9.0,13,35,19124
102978,17.0,27,39,8797
103481,7.0,15,39,2599
102230,4.0,29,29,19636
103943,6.0,21,21,1869
110352,12.0,24,24,17695
106938,12.0,26,26,4032
100710,19.0,23,23,15265
107026,18.0,21,35,17746
106592,11.0,18,33,9073
113920,10.0,10,25,3111
124849,7.0,23,33,12661
123688,12.0,22,29,18554
124440,13.0,26,26,19507
110208,8.0,24,24,12376
104642,18.0,18,18,3632
112386,0.0,19,19,9972
124900,0.0,8,18,15968
100598,17.0,17,17,8249
109950,8.0,27,34,13181
118514,18.0,18,18,11976
104722,0.0,23,23,2905
104938,11.0,11,21,10698
112136,10.0,26,34,15743
124907,19.0,19,19,16869
110027,10.0,12,15,6678
117102,1.0,17,17,10387
109691,18.0,18,36,17547
107465,2.0,23,37,6284
105597,11.0,15,22,16663
121585,4.0,20,27,4028
100676,11.0,11,30,15384
117899,1.0,6,29,14188
119924,16.0,16,17,3790
106457,6.0,20,39,4268
107870,5.0,7,20,5819
104526,19.0,19,33,1751
105390,16.0,29,29,7142
105523,1.0,27,35,17177
104000,19.0,24,24,19283
107848,15.0,28,30,16931
112240,6.0,29,29,13224
121616,17.0,17,17,12545
106281,18.0,18,33,4648
114076,13.0,16,18,12815
111046,12.0,24,24,19922
100240,17.0,26,39,2382
106373,8.0,29,29,13282
122371,13.0,13,17,15424
114036,12.0,12,38,14890
118353,13.0,29,29,18111
106124,13.0,13,20,7143
112397,16.0,16,16,14184
119545,13.0,27,30,14178
108634,4.0,25,34,18220
114469,2.0,17,27,11361
102162,11.0,23,32,14026
102072,8.0,18,32,11722
115721,11.0,21,38,12587
117526,14.0,14,26,1419
115719,10.0,22,25,16975
110674,4.0,20,20,6717
102930,11.0,11,18,7521
104228,17.0,24,24,8939
108782,5.0,5,30,9341
124672,3.0,8,32,6294
105273,12.0,14,37,15424
110223,2.0,18,34,18301
112596,2.0,12,13,13495
117226,6.0,19,26,15223
117105,9.0,9,11,19032
108347,12.0,12,36,1839
114567,2.0,16,27,19092
108373,1.0,17,19,4026
120823,9.0,25,25,14398
105473,5.0,27,39,19748
123024,17.0,17,39,13040
119996,8.0,11,14,2239
104120,18.0,18,36,11691
119254,13.0,13,21,11260
111253,13.0,13,15,11709
103987,17.0,19,19,7234
123973,16.0,16,24,13856
115162,6.0,14,17,12280
102216,4.0,13,25,9377
109512,6.0,9,28,17702
104211,18.0,18,37,11588
120271,14.0,14,31,17824
100162,13.0,13,25,11888
122458,14.0,18,31,17010
106661,5.0,8,10,11680
107999,16.0,16,27,6226
108894,2.0,11,34,4888
108966,17.0,25,25,17406
108377,17.0,23,34,18117
108909,2.0,28,28,18442
108287,15.0,15,37,10432
104608,2.0,28,32,17992
102754,4.0,12,26,11196
111184,6.0,14,39,2547
108742,0.0,25,34,13430
101074,16.0,18,18,8889
106463,19.0,21,21,1922
118616,17.0,17,25,11270
106021,5.0,6,16,15375
122701,2.0,22,22,2270
122788,0.0,20,20,16982
106635,11.0,12,37,16026
123792,4.0,12,25,13562
119306,10.0,22,22,2120
113172,6.0,6,16,19240
116065,11.0,23,23,3663
119563,11.0,27,27,13886
118441,2.0,19,24,18463
123595,2.0,23,25,1347
118240,7.0,22,22,15689
102647,1.0,25,25,17226
120900,8.0,24,37,16989
119810,4.0,12,31,12225
118928,1.0,14,26,9511
113032,6.0,10,22,19470
109696,8.0,29,35,8861
102846,8.0,22,22,2765
103328,7.0,25,34,10839
106848,3.0,16,30,15485
113869,16.0,17,19,13795
111587,11.0,11,24,1439
116934,0.0,17,36,8397
116676,19.0,19,38,4830
117960,16.0,21,29,2857
124802,11.0,14,15,18049
110054,17.0,17,17,2075
115663,4.0,13,29,4298
107824,16.0,17,17,14789
113074,5.0,10,38,2724
112565,8.0,15,20,19187
111134,9.0,22,35,17129
100894,10.0,18,39,10330
108621,14.0,14,14,16359
119866,7.0,17,38,7198
123460,2.0,16,17,19556
122287,17.0,17,32,15474
116008,14.0,14,23,10761
101390,14.0,14,30,14480
120042,13.0,22,22,10797
123086,16.0,28,28,4908
119936,12.0,13,24,2974
115298,6.0,22,30,17116
101573,3.0,13,27,13073
117794,18.0,26,31,3168
124230,19.0,26,26,17582
122405,6.0,25,35,6575
102840,13.0,13,31,5176
118956,4.0,20,20,10199
111686,15.0,15,22,16439
121032,1.0,17,21,13677
110853,5.0,12,21,19165
105501,8.0,10,19,12550
113324,0.0,23,23,19678
123444,10.0,16,16,9426
109038,2.0,6,29,19159
119714,9.0,9,38,10577
109159,15.0,21,27,16309
111466,4.0,6,14,15072
103125,15.0,16,30,1539
122676,11.0,29,29,13255
104976,2.0,7,32,1016
103077,4.0,15,25,11320
103161,4.0,18,32,3592
119939,12.0,12,21,1126
102472,16.0,16,22,13695
105755,18.0,25,25,2482
106729,6.0,20,20,5956
124634,17.0,17,17,3739
100694,11.0,16,16,6823
103472,0.0,10,23,14884
102879,12.0,25,36,3656
119247,19.0,19,37,14886
124515,1.0,6,11,12143
111632,8.0,20,38,12951
111003,8.0,22,29,3566
105960,0.0,8,13,1700
117385,0.0,7,20,11693
108481,18.0,18,26,6321
120619,11.0,22,34,10040
115372,3.0,16,17,10606
111921,19.0,19,32,15115
120640,2.0,25,25,10501
101211,9.0,13,16,1739
102274,15.0,19,38,17144
119817,16.0,27,27,8560
117530,11.0,29,29,7509
104553,2.0,18,18,13947
106971,8.0,14,22,1617
119590,17.0,17,17,8094
118678,13.0,13,21,9055
103712,5.0,8,13,3402
116362,5.0,24,24,16886
121641,19.0,21,32,5654
113840,1.0,19,21,2755
111559,16.0,23,30,18752
111033,11.0,13,29,1849
111065,19.0,25,37,12700
105289,7.0,25,25,2534
124098,3.0,12,27,11130
113465,15.0,19,19,1006
114060,8.0,16,17,7638
102977,8.0,9,29,16054
103983,8.0,21,34,16550
122698,1.0,29,29,1800
108021,8.0,8,38,9922
105306,15.0,17,39,3189
100584,2.0,23,24,3154
106521,6.0,6,25,4005
124676,6.0,12,36,3771
110261,10.0,13,33,9004
114856,7.0,23,23,1387
113438,0.0,6,21,18994
102130,8.0,9,28,9317
104262,4.0,10,26,18696
103181,8.0,15,28,18271
101023,16.0,16,16,14033
118680,16.0,16,16,10511
123334,17.0,22,24,9388
112992,9.0,19,39,4542
124191,7.0,11,31,3219
114886,19.0,19,29,7661
122826,19.0,19,37,14905
123325,13.0,13,26,15931
114989,11.0,12,35,1386
118982,3.0,17,25,4075
115384,8.0,27,27,5361
117801,5.0,22,31,10670
116974,13.0,13,13,19773
114160,0.0,13,13,16440
107398,15.0,28,38,5206
105117,9.0,17,34,14637
104070,8.0,9,19,10662
122410,8.0,19,23,11311
104848,14.0,14,15,9446
100960,12.0,12,12,4165
120433,10.0,20,33,16873
101785,14.0,14,30,14943
119698,7.0,15,15,15279
106554,7.0,7,39,19445
101468,8.0,14,14,2550
116166,19.0,19,25,9768
123594,17.0,22,33,1288
109905,14.0,26,26,7214
109783,14.0,14,38,9712
110601,10.0,10,14,14969
103595,7.0,16,27,8930
105958,17.0,25,25,15808
100508,4.0,12,33,4400
122922,8.0,20,29,18699
123813,12.0,12,15,15407
112197,11.0,26,26,2525
101218,13.0,13,25,19396
123728,18.0,18,18,6942
111160,1.0,7,13,3987
116290,14.0,24,38,2378
102416,,9,11,3744
121351,15.0,15,20,1900
116759,4.0,14,37,13768
105122,3.0,22,37,16219
115760,1.0,15,21,17382
110058,8.0,8,20,18368
119778,17.0,17,19,17568
119135,12.0,18,39,4997
103083,16.0,23,23,3512
114656,15.0,15,25,18040
117726,10.0,17,17,15306
111203,0.0,27,27,2451
118063,16.0,19,37,1311
103676,14.0,15,32,10267
109797,15.0,23,23,6147
110478,10.0,29,29,5442
120286,5.0,17,17,3220
108156,9.0,26,26,16066
109472,6.0,20,20,17669
107842,4.0,26,30,14510
124702,1.0,16,22,13867
100945,10.0,20,39,14920
110657,3.0,8,35,16611
109604,6.0,15,15,11465
119490,11.0,11,28,7368
103197,8.0,8,33,10479
120357,16.0,20,20,8696
107271,12.0,12,18,10905
100252,13.0,13,18,16838
122095,10.0,10,26,17770
118949,9.0,16,31,19885
111430,9.0,9,20,2018
120363,19.0,28,28,8691
110195,8.0,28,28,2139
116389,17.0,17,22,5976
101350,10.0,10,14,11896
106431,13.0,24,24,9523
103034,5.0,13,39,16495
109484,16.0,16,33,1279
124539,14.0,28,37,5336
106838,11.0,28,31,4270
120675,1.0,11,37,12301
101614,0.0,23,23,10817
111255,1.0,11,25,6492
112156,18.0,29,29,12913
109435,6.0,22,37,4663
112194,1.0,25,28,8086
122450,18.0,22,34,11070
110397,16.0,16,16,16890
101234,11.0,11,34,17980
119308,1.0,8,34,7180
120509,2.0,18,38,16814
104634,2.0,11,16,14313
100187,13.0,21,21,4607
107841,5.0,27,27,18041
119441,17.0,17,32,8596
105105,7.0,24,24,14001
106649,5.0,10,22,4918
108410,15.0,18,28,3336
106012,8.0,25,25,17115
115406,2.0,18,34,6423
116410,3.0,17,31,7875
120006,4.0,17,26,12004
114164,2.0,28,28,15141
104236,7.0,15,15,1847
117778,4.0,19,26,3068
100223,18.0,20,31,6019
124260,11.0,29,29,1259
116912,6.0,13,37,10234
117606,17.0,17,17,9120
103031,8.0,8,15,13952
104252,9.0,9,24,7218
122518,16.0,16,18,3512
114224,5.0,7,13,6500
103305,16.0,19,19,18474
102319,12.0,25,25,8672
121077,8.0,17,25,5395
108594,16.0,16,19,13202
123510,7.0,7,26,18944
115103,7.0,10,26,15422
112242,2.0,6,30,7487
100341,9.0,9,10,9932
106895,4.0,12,36,3201
124936,3.0,26,26,7335
105616,13.0,13,15,15779
106095,7.0,13,38,17607
108824,2.0,19,22,11008
112488,6.0,7,20,9719
120773,10.0,10,30,13469
113464,13.0,14,14,15312
106013,15.0,15,24,5624
108915,16.0,16,37,10731
109956,12.0,12,20,4102
115896,15.0,18,32,14985
105916,12.0,22,22,15868
120791,12.0,20,39,17388
100538,0.0,19,29,17070
109072,5.0,26,33,19405
115748,13.0,16,27,17235
112601,18.0,29,33,3679
123951,14.0,14,35,9187
121981,17.0,17,17,10277
108975,7.0,9,35,2434
117962,7.0,28,35,2830
101436,18.0,18,18,2386
102249,8.0,14,28,11746
123693,17.0,17,22,10507
105912,7.0,9,22,13588
103691,7.0,28,28,9213
110228,0.0,28,28,3506
100617,14.0,17,34,8734
120372,1.0,9,30,18981
110663,8.0,26,36,14025
102574,15.0,20,34,5969
105394,9.0,11,30,3307
103421,4.0,21,35,7755
114556,5.0,12,12,18998
104607,11.0,14,37,15129
115080,13.0,13,34,19913
117486,2.0,19,19,8219
115447,13.0,23,25,2059
114420,16.0,24,32,1660
122579,15.0,19,19,11121
111246,5.0,27,33,17374
103555,12.0,18,31,5788
113988,6.0,29,29,3332
120674,4.0,17,17,9696
115469,3.0,24,24,16364
108104,11.0,25,29,8102
118182,8.0,25,38,2239
105028,3.0,9,15,11785
124507,18.0,26,34,6241
116187,4.0,13,31,17428
115649,7.0,26,26,7691
106409,6.0,13,38,18231
107157,11.0,20,32,19409
109403,16.0,23,25,5827
124289,12.0,20,22,3588
101456,17.0,26,26,2269
110114,16.0,23,31,18862
111243,6.0,6,14,16638
119265,1.0,27,37,11670
118555,7.0,25,33,8317
100288,0.0,8,30,2649
105575,1.0,21,28,10859
110944,5.0,26,39,7971
121696,15.0,24,24,9853
115275,5.0,14,36,14029
119282,3.0,11,21,10105
109535,12.0,17,20,18202
109017,1.0,18,39,18166
118651,16.0,16,23,18724
112290,4.0,27,39,8019
120947,9.0,13,28,2629
119495,13.0,28,28,18622
105382,4.0,11,27,10747
104646,5.0,14,26,10735
124627,19.0,19,20,2790
118318,8.0,27,33,16138
117151,3.0,26,31,19746
102515,16.0,16,29,13499
104026,17.0,17,17,3821
122549,10.0,28,35,12564
121284,3.0,10,21,9500
101135,9.0,20,34,3991
118290,14.0,23,31,4284
103296,18.0,18,21,10991
118008,2.0,17,22,14693
108713,17.0,22,36,9894
103779,10.0,11,18,18247
105096,12.0,17,33,19083
113747,8.0,16,31,8804
104315,10.0,15,19,17226
100284,13.0,15,20,1285
119369,15.0,15,29,7091
115882,0.0,19,24,6363
117010,4.0,8,27,2892
121024,1.0,21,25,3068
120371,7.0,18,32,1047
102895,12.0,20,33,7005
114135,17.0,29,29,14117
123945,3.0,29,29,16559
124404,18.0,18,27,14850
103872,19.0,22,25,3678
124712,13.0,13,38,4666
111409,19.0,19,19,17346
104496,12.0,28,28,2361
103000,19.0,20,37,2866
112542,6.0,7,27,4345
102842,15.0,22,35,15852
101973,8.0,15,17,11620
110748,13.0,13,32,19696
120276,19.0,22,37,18023
103527,9.0,29,29,10823
114680,17.0,18,25,18870
111418,13.0,18,25,6725
100409,3.0,16,21,11050
102897,13.0,17,24,9601
109572,0.0,27,27,13377
116417,7.0,28,28,6616
118760,12.0,15,15,1438
100488,1.0,19,19,16466
100382,16.0,16,31,5161
100410,4.0,5,15,10704
122861,18.0,18,18,16923
113806,12.0,12,20,10519
117490,6.0,12,37,5050
104816,2.0,5,20,4221
107074,18.0,23,39,8829
102188,13.0,19,19,16810
114511,17.0,23,32,4011
117154,6.0,19,22,17629
105885,9.0,9,27,19143
111557,19.0,19,34,3860
117879,14.0,21,28,8022
101284,9.0,23,23,11796
118613,13.0,14,25,11157
114722,1.0,25,32,18633
122770,17.0,21,21,6294
115459,11.0,11,27,1377
104445,9.0,12,23,15896
124687,2.0,26,26,12610
118145,19.0,19,19,9191
106243,16.0,28,28,12889
109216,9.0,9,32,6309
111314,1.0,9,29,17451
106746,9.0,28,39,14785
121091,5.0,23,23,15283
106151,12.0,27,28,2284
100720,14.0,29,30,17226
118962,12.0,23,23,17240
123525,3.0,21,22,5647
121683,0.0,20,31,7347
102982,3.0,26,39,10041
107008,5.0,16,17,18499
112104,19.0,29,38,17574
103732,11.0,13,13,19826
104007,6.0,8,32,11339
108150,5.0,25,25,18840
124664,3.0,10,28,14708
124439,0.0,5,22,10041
101855,10.0,18,28,2674
112441,17.0,17,27,8797
124166,9.0,15,38,18271
102869,7.0,25,25,16920
103610,11.0,11,28,16632
107145,14.0,17,36,16038
108644,15.0,15,39,6720
111544,4.0,19,19,2251
121154,13.0,15,26,9712
114473,17.0,28,28,4916
119869,7.0,9,17,10799
115774,5.0,16,38,7533
110258,16.0,20,20,3231
119337,12.0,26,26,8556
118428,8.0,25,36,13110
101221,1.0,13,30,18826
111674,3.0,24,24,17644
105455,19.0,26,38,9464
112497,12.0,29,29,8315
120578,14.0,20,32,5850
103359,2.0,5,37,15212
103670,8.0,10,19,17742
118529,1.0,22,34,11049
119753,12.0,22,22,8966
120400,0.0,7,38,18696
112414,6.0,13,32,4711
103294,8.0,20,20,3777
104875,10.0,19,36,13991
100348,3.0,16,38,5798
120668,5.0,5,28,17436
118787,18.0,18,18,13247
122128,8.0,27,32,18340
109707,1.0,22,33,16053
120227,4.0,19,38,6359
103011,14.0,28,34,6899
117661,10.0,25,25,1560
107902,18.0,27,30,18160
112084,9.0,9,18,17781
118463,1.0,7,11,11946
124897,7.0,21,27,19695
101938,3.0,22,22,7441
122739,17.0,17,28,1108
122717,5.0,12,38,18420
100978,1.0,5,31,12384
106235,4.0,5,26,3765
117943,2.0,5,11,10241
117931,11.0,22,22,12529
106162,6.0,18,18,6907
102614,10.0,16,16,18504
114602,17.0,17,26,14688
114316,8.0,12,38,5700
114191,5.0,16,34,8436
120067,4.0,19,19,7917
118352,6.0,20,38,11879
118590,12.0,12,37,12232
114176,4.0,15,17,10025
101725,4.0,28,28,5164
106318,3.0,29,29,18732
100994,13.0,24,24,11412
114706,7.0,12,14,6413
100278,11.0,11,34,16419
115369,,24,24,17991
115758,5.0,13,35,13390
112356,16.0,26,37,17596
111586,0.0,12,35,4054
101815,7.0,13,38,15838
100624,19.0,27,27,4200
100699,12.0,26,26,8283
117478,1.0,12,37,19899
114289,16.0,21,21,10898
104227,5.0,14,37,11403
114437,0.0,19,28,3493
121864,5.0,23,23,5002
101459,7.0,23,36,14866
103322,18.0,18,19,10402
122582,18.0,18,29,5622
114418,11.0,11,18,6869
101800,3.0,13,24,13065
109926,2.0,18,24,14937
120617,7.0,22,22,6315
103456,3.0,26,39,9664
111804,10.0,25,25,14608
124190,0.0,13,21,17476
110106,17.0,22,24,9913
120774,11.0,25,25,17778
103603,13.0,19,27,5743
104348,14.0,18,31,3735
115148,18.0,18,36,8887
109901,15.0,15,15,18291
112177,1.0,9,34,14764
107988,3.0,26,28,1574
104960,3.0,13,20,14422
115010,14.0,29,29,11237
113768,,25,30,6103
117915,,29,31,16731
117968,5.0,6,21,18859
110528,17.0,17,24,12144
123120,8.0,17,17,14549
117053,5.0,12,29,14925
110870,0.0,25,25,7920
114965,4.0,25,25,18820
105943,7.0,20,20,5391
120838,8.0,17,37,19562
121334,6.0,9,36,19405
113965,6.0,20,38,11712
116063,6.0,20,20,15437
110340,7.0,17,27,8238
102926,5.0,9,23,5141
118634,16.0,16,19,5900
106186,5.0,5,17,5866
115429,10.0,22,22,11289
102006,18.0,18,38,8586
121358,10.0,13,32,4348
109107,17.0,17,17,10903
117785,15.0,28,28,19887
119957,7.0,25,25,6514
112897,10.0,17,22,1904
112096,12.0,25,25,10162
122819,3.0,28,34,14675
106877,8.0,19,20,17823
101275,15.0,24,24,11852
124833,2.0,15,37,19824
108429,8.0,25,25,4429
111705,8.0,16,22,5707
110302,8.0,11,11,3964
115355,15.0,17,39,2081
115378,7.0,7,22,15999
104506,13.0,13,22,11103
103675,5.0,6,17,1959
100855,14.0,14,14,10207
122940,18.0,18,31,3511
107300,13.0,13,36,14394
121079,2.0,25,25,3816
101589,8.0,28,28,1334
114508,2.0,23,36,15433
112231,2.0,24,24,2600
123802,17.0,17,38,19080
103182,1.0,15,30,11912
103538,0.0,17,17,7181
109803,6.0,26,26,17931
123006,2.0,8,13,19388
108018,4.0,9,38,18420
124804,14.0,26,26,18348
121863,14.0,18,31,4178
123244,12.0,16,36,17983
108280,18.0,18,21,6237
100831,18.0,18,24,11176
124002,13.0,16,23,5243
108726,8.0,25,25,15791
118130,2.0,18,26,18877
108330,19.0,20,28,4386
104384,19.0,19,26,19606
114917,16.0,22,22,19677
117408,18.0,19,27,11270
108192,17.0,23,23,3858
102418,16.0,22,22,6920
102881,11.0,23,23,13453
108129,0.0,22,22,10703
104787,7.0,25,25,1203
113330,3.0,26,26,18235
122383,4.0,21,21,9522
115824,2.0,11,25,12557
121388,16.0,19,24,18825
110533,13.0,24,27,11776
115161,12.0,12,20,16280
108758,16.0,29,29,6600
115839,11.0,28,28,8315
124711,5.0,24,38,9112
118637,17.0,19,21,15495
103567,2.0,22,30,16213
110363,12.0,18,18,5505
120233,4.0,18,18,11095
117611,6.0,13,34,17009
123343,9.0,23,25,19552
111919,14.0,17,33,17663
118302,2.0,24,24,8401
115546,11.0,13,37,13297
118832,2.0,17,17,16611
111116,3.0,9,23,15427
120277,0.0,6,28,2364
117208,5.0,10,14,14528
118369,0.0,19,27,7360
113094,7.0,18,22,2654
103390,0.0,12,38,4251
119266,16.0,28,33,4221
103584,7.0,8,24,7368
113081,13.0,13,29,19998
121004,19.0,20,31,1308
116495,2.0,10,19,6460
106496,3.0,13,18,14618
120938,6.0,16,16,2315
112668,3.0,18,21,12477
101807,2.0,25,28,12372
122625,13.0,13,20,15220
107556,12.0,15,23,2625
119180,2.0,27,27,5457
106792,4.0,19,38,15689
115689,2.0,29,32,10322
105239,5.0,16,34,1587
101605,0.0,21,21,6916
122110,9.0,9,31,16032
106234,14.0,22,22,13710
116238,0.0,7,26,14029
104919,18.0,18,34,9582
107654,5.0,10,36,13873
103438,19.0,19,27,18952
111778,13.0,20,20,10031
110510,0.0,9,35,5691
115004,1.0,27,27,4473
117886,9.0,17,34,5771
119675,2.0,29,33,10575
122470,2.0,18,18,9882
104905,7.0,16,24,10606
108183,13.0,13,13,18097
120302,13.0,27,27,9451
112420,1.0,12,36,17516
100434,14.0,17,22,13302
105301,0.0,12,31,13693
101189,8.0,21,21,8762
105858,15.0,27,28,17225
104532,4.0,25,29,4917
112756,13.0,20,30,10583
112939,6.0,29,29,11146
105303,11.0,11,32,14644
114111,13.0,14,26,1695
109728,12.0,18,25,6753
121278,12.0,12,14,13046
118608,8.0,16,16,16547
112624,13.0,25,25,18052
106061,19.0,28,32,15256
100566,5.0,9,28,15494
117474,16.0,21,28,13603
118679,12.0,12,18,18398
114898,3.0,12,33,16164
102855,13.0,15,23,3119
120177,3.0,23,33,16258
122003,18.0,22,22,18089
109665,13.0,13,21,10494
101270,0.0,11,15,13219
107619,12.0,12,15,5305
108282,3.0,19,27,8519
107786,13.0,13,15,15985
124622,19.0,19,19,3651
103384,1.0,28,31,1754
122285,4.0,15,34,11290
121239,10.0,17,25,16488
104455,8.0,8,23,19424
110874,17.0,21,34,4299
104782,6.0,29,31,3557
112775,16.0,16,32,10339
102991,3.0,9,24,15757
120649,0.0,7,33,3445
124787,16.0,27,27,16969
119505,16.0,25,25,2682
122170,11.0,11,25,9316
116930,16.0,16,16,10996
105920,2.0,19,21,1559
123421,7.0,17,29,18414
118592,8.0,8,14,3112
114570,17.0,25,39,14229
107039,14.0,22,39,16166
107738,19.0,19,31,17610
107715,19.0,21,31,19495
120527,11.0,11,29,14348
119715,7.0,7,27,7040
108706,2.0,14,14,14483
115411,3.0,12,13,4757
122875,0.0,17,36,15782
112673,7.0,14,24,5244
100172,6.0,12,29,1020
101539,18.0,22,22,5844
109191,4.0,9,34,3985
107570,8.0,8,29,5658
112120,6.0,27,27,17379
121833,18.0,18,20,12102
118332,9.0,18,22,6537
116057,16.0,16,31,3284
124792,17.0,19,19,14025
105758,3.0,27,32,15539
116408,17.0,17,17,10744
120071,19.0,19,19,16002
118181,9.0,29,36,9041
119444,16.0,24,24,8205
112686,5.0,13,23,12661
118085,15.0,15,36,5057
104463,6.0,19,26,16623
116092,14.0,14,20,8923
118075,0.0,16,24,19379
102157,9.0,18,18,18585
123593,11.0,11,27,14185
121170,14.0,15,20,16778
119736,4.0,19,37,15308
118942,16.0,22,22,2631
113533,9.0,27,27,16055
109830,0.0,17,27,17438
113470,2.0,29,29,15564
101195,10.0,22,28,19275
122466,12.0,27,27,6678
119551,12.0,17,21,15591
115220,15.0,18,21,5724
121636,13.0,19,27,6170
117129,7.0,27,29,15182
102749,16.0,22,22,2785
123704,16.0,16,26,1449
112842,10.0,10,30,16575
109233,3.0,5,19,19992
110643,0.0,16,24,4589
115072,16.0,17,17,16076
109009,8.0,8,13,17777
118664,15.0,15,21,12905
102641,2.0,23,35,9082
103154,2.0,10,17,10149
103558,16.0,16,30,3093
122294,18.0,18,18,18792
123857,9.0,9,26,2270
115492,8.0,8,28,8400
119404,3.0,29,29,17541
116860,0.0,19,36,12467
102968,7.0,18,25,18320
115462,13.0,15,20,7967
100675,6.0,20,36,7236
117948,4.0,24,24,6767
102646,18.0,18,18,16307
115712,12.0,22,23,1743
110137,6.0,7,13,12139
117000,8.0,10,17,19787
121659,17.0,17,39,16002
119865,11.0,22,24,15213
104075,10.0,17,26,4265
117671,3.0,29,30,1329
123339,19.0,22,29,7246
112762,7.0,17,17,15595
123262,9.0,9,17,16238
105500,16.0,21,26,5857
123863,2.0,19,32,4901
115680,16.0,24,24,5354
111726,16.0,16,33,2271
101751,12.0,19,19,6054
107070,14.0,16,16,6111
116960,3.0,20,28,18553
102886,15.0,15,33,14296
109840,5.0,9,30,17795
115400,11.0,28,33,6971
102789,13.0,18,39,2724
112948,15.0,15,39,17158
106894,12.0,25,25,1938
113042,12.0,27,27,6884
111451,15.0,15,37,18673
108844,3.0,8,10,4013
107505,3.0,16,16,16346
106440,0.0,18,37,16263
109928,15.0,15,16,18433
116937,16.0,20,34,1008
115413,2.0,20,34,17792
119733,18.0,18,18,6249
112239,11.0,22,31,3290
107610,2.0,16,23,5931
109594,0.0,22,34,13550
100654,9.0,28,28,1958
120917,1.0,14,23,17108
112252,4.0,22,34,7758
105366,14.0,29,30,12542
121951,0.0,22,35,5508
105251,9.0,9,36,10435
103939,3.0,18,38,18070
109598,8.0,8,19,14904
101156,10.0,25,25,18029
118653,10.0,10,23,1077
111414,11.0,23,23,1854
120324,0.0,19,26,10713
120252,19.0,26,26,4053
121399,6.0,6,17,6815
106131,6.0,21,25,7896
111502,4.0,7,18,19527
107282,16.0,28,28,9994
115226,2.0,19,35,14185
115910,5.0,26,26,18506
101233,4.0,22,22,19753
109496,9.0,23,23,2263
106674,5.0,5,14,11389
100743,1.0,24,24,4747
106932,15.0,20,20,3632
114159,1.0,29,29,15132
114094,7.0,15,15,1677
108720,8.0,8,39,19179
120360,12.0,24,24,3673
104149,19.0,19,33,12622
107376,7.0,11,26,18647
108986,10.0,14,18,16199
121149,19.0,19,38,4624
118965,6.0,17,19,3824
114458,0.0,16,37,13503
100112,14.0,27,27,11515
111684,0.0,19,30,9818
117894,14.0,25,25,10688
107226,9.0,27,35,14675
121963,15.0,15,25,16959
124156,4.0,28,28,6627
120535,18.0,24,24,16298
108676,12.0,12,13,10872
117923,17.0,17,33,15706
121488,15.0,22,22,13746
116229,6.0,9,18,7218
101939,0.0,19,37,2084
100109,15.0,15,15,18691
103884,10.0,24,33,10960
123851,6.0,25,39,14081
108402,13.0,25,36,8051
119979,8.0,26,26,10337
106182,12.0,12,36,5018
102112,6.0,28,28,18508
110793,16.0,16,28,8003
100982,19.0,19,25,1168
118424,14.0,16,22,6788
107004,14.0,17,17,8909
102598,7.0,23,23,8157
108225,12.0,23,23,17896
102352,5.0,22,24,11955
105793,19.0,19,28,10766
101746,5.0,16,37,17820
114605,7.0,10,22,11206
105935,7.0,20,38,8493
100270,2.0,6,26,7522
108725,12.0,21,28,9401
111076,10.0,10,18,2225
123597,5.0,20,20,3414
115883,11.0,28,28,19488
111107,13.0,13,16,7657
106809,9.0,28,28,7029
107503,10.0,27,39,6293
124283,1.0,18,28,16104
118987,8.0,19,19,14081
110055,15.0,27,27,2542
114935,14.0,16,16,12458
109889,1.0,6,29,16663
124137,15.0,15,36,4967
123332,16.0,19,19,3365
100553,12.0,21,28,12353
104212,13.0,29,37,17468
109571,9.0,27,28,3984
101504,,19,19,3673
105542,13.0,27,39,13872
120552,12.0,22,22,3860
113089,11.0,24,24,8201
120983,17.0,17,17,5538
107218,17.0,27,38,15120
111177,19.0,19,33,8489
119425,13.0,17,21,19517
118598,14.0,14,14,8602
118123,8.0,14,35,9072
112845,7.0,24,35,16064
104510,11.0,19,26,15510
112125,10.0,10,13,1542
104536,11.0,21,21,19671
117862,6.0,19,19,8289
114957,6.0,8,25,7959
115235,1.0,8,25,10437
113593,10.0,29,29,11126
122522,19.0,28,36,14745
121606,4.0,14,29,4219
112266,10.0,27,32,4336
112683,11.0,22,33,5759
111682,2.0,9,23,18603
111448,4.0,17,29,12910
118767,8.0,25,25,11040
113299,3.0,15,35,13868
105753,14.0,18,18,1755
124574,7.0,29,37,3302
113044,14.0,27,27,3611
117491,7.0,26,26,8805
101094,11.0,23,23,14356
114339,19.0,19,34,19597
101770,0.0,7,20,9037
123157,1.0,10,18,7979
123071,6.0,22,37,2343
116925,3.0,16,19,16955
122443,5.0,17,32,2176
106147,7.0,24,24,14291
120886,18.0,24,24,4672
123899,11.0,11,38,3746
