Client_ID,Total_Enquiry_6m_In,Total_Enquiry_1y_In,Total_Enquiry_2y_In
112946,13.0,22,22
124471,13.0,24,24
109994,11.0,22,22
124834,8.0,8,32
113345,10.0,10,10
118036,3.0,18,18
108454,7.0,7,22
118367,2.0,17,20
105226,3.0,16,16
116798,1.0,6,30
109301,14.0,14,14
103669,11.0,12,16
113082,11.0,16,24
120661,12.0,15,28
117260,6.0,17,17
102304,14.0,17,17
100213,8.0,19,22
100303,10.0,10,16
105498,3.0,12,12
104156,,24,24
124712,13.0,13,32
124188,5.0,13,13
115512,5.0,14,34
100840,3.0,11,34
111526,7.0,12,27
115134,1.0,7,19
100719,10.0,11,32
101463,7.0,18,23
114133,1.0,19,19
124233,,10,13
112627,10.0,21,21
121367,11.0,11,11
118594,8.0,12,24
108351,0.0,16,21
101554,7.0,22,22
107300,1.0,16,29
105904,9.0,23,33
100201,3.0,3,23
104127,13.0,16,29
102003,6.0,6,31
113848,2.0,15,22
107875,6.0,9,9
106861,4.0,5,25
112505,1.0,13,28
111614,4.0,23,23
122254,10.0,22,33
101479,1.0,3,33
111813,9.0,23,33
115908,0.0,3,8
104102,14.0,23,23
103887,2.0,21,21
124517,0.0,8,26
121911,8.0,11,21
118852,8.0,22,22
103308,4.0,16,17
110061,13.0,17,17
109639,1.0,17,18
113979,0.0,17,30
122343,4.0,9,31
119895,2.0,7,33
106232,,17,22
110647,1.0,24,24
117509,14.0,22,23
116161,13.0,20,20
102641,8.0,10,19
100061,2.0,13,13
118413,0.0,17,17
111178,9.0,9,28
122354,11.0,11,27
111455,2.0,19,19
114923,8.0,10,20
104089,3.0,11,14
117148,4.0,14,25
103755,6.0,24,24
114820,10.0,10,10
100123,10.0,13,25
105775,12.0,23,34
123371,8.0,18,18
114175,9.0,16,16
112081,6.0,13,20
105368,2.0,18,26
116666,4.0,8,33
111324,1.0,14,22
112716,0.0,18,22
117609,14.0,16,16
116472,12.0,19,19
119188,11.0,21,21
115967,5.0,6,25
104341,12.0,12,12
123103,12.0,16,16
105816,5.0,19,22
115195,3.0,9,9
113776,2.0,13,32
103962,12.0,13,18
107951,14.0,18,18
111414,1.0,8,18
101969,8.0,9,30
120401,9.0,21,21
115084,13.0,21,32
109938,10.0,10,15
103696,8.0,22,22
121746,6.0,6,27
106309,1.0,12,30
103421,0.0,22,22
118064,4.0,9,21
116490,1.0,7,23
117511,4.0,18,18
113239,2.0,6,24
115485,10.0,13,18
113714,12.0,12,12
110814,5.0,8,10
114549,3.0,24,24
117379,3.0,24,24
105409,12.0,12,16
124342,0.0,13,30
100259,12.0,24,24
106972,7.0,18,22
119060,0.0,15,17
123842,11.0,13,15
111164,0.0,24,24
107046,1.0,3,21
123515,2.0,14,30
119942,2.0,3,13
104706,2.0,18,26
107713,1.0,9,12
119751,12.0,24,24
117340,11.0,17,29
120530,7.0,7,15
105939,9.0,14,18
103083,14.0,17,17
118373,5.0,5,17
116674,12.0,19,19
115636,14.0,14,14
110779,5.0,5,27
106402,8.0,9,30
119174,1.0,4,34
114997,10.0,12,30
100135,13.0,22,22
107148,0.0,5,29
100157,0.0,9,30
100003,10.0,10,10
100930,6.0,6,7
114115,12.0,18,18
121590,4.0,22,22
116065,1.0,24,24
124168,0.0,13,28
102386,13.0,13,29
121914,2.0,10,32
112569,3.0,17,17
122310,9.0,16,16
124038,1.0,15,20
118712,13.0,13,23
111137,3.0,17,24
110104,6.0,22,27
120991,3.0,5,21
104537,8.0,11,27
109329,1.0,14,25
122744,11.0,19,32
116561,5.0,23,23
115600,6.0,6,26
100680,10.0,10,23
103857,2.0,23,33
116050,12.0,12,12
103749,13.0,19,19
120802,12.0,14,14
101567,0.0,15,19
112819,12.0,12,13
122251,1.0,9,19
105505,13.0,24,24
117106,10.0,10,24
110047,7.0,7,8
101901,0.0,3,12
105916,10.0,11,31
106541,14.0,14,14
117538,3.0,5,22
108684,5.0,12,23
100387,13.0,13,13
120044,14.0,22,22
107946,13.0,22,22
124796,2.0,23,23
100302,1.0,11,22
123481,0.0,12,24
105509,10.0,10,28
103199,2.0,6,22
117915,1.0,23,23
105659,9.0,9,30
115047,10.0,21,21
108482,9.0,9,17
113781,5.0,22,28
121031,10.0,23,23
108942,10.0,19,33
123282,4.0,14,24
100883,0.0,22,22
121558,6.0,20,26
116146,5.0,18,18
110544,12.0,12,32
113123,11.0,11,31
117575,14.0,14,29
103254,7.0,7,11
117780,4.0,11,11
109720,6.0,23,23
117390,8.0,24,24
118762,11.0,11,11
108240,14.0,14,14
102119,7.0,21,27
123148,6.0,6,20
114723,9.0,22,22
108825,4.0,12,26
110053,2.0,7,20
124341,2.0,23,23
109804,11.0,11,29
122458,7.0,19,34
110374,1.0,20,30
121391,12.0,12,27
116787,10.0,10,28
106995,12.0,12,17
102283,14.0,23,32
109204,9.0,22,25
100185,0.0,5,30
118202,12.0,13,16
109463,13.0,15,20
111812,12.0,22,22
106226,3.0,4,20
101361,7.0,11,13
108920,0.0,14,34
103943,9.0,23,23
103494,1.0,24,33
121288,8.0,22,26
117917,14.0,14,28
115624,12.0,12,19
120137,6.0,11,19
104079,4.0,19,24
120185,0.0,24,24
104385,3.0,4,15
100802,10.0,19,19
103209,11.0,13,19
101069,3.0,13,16
117713,10.0,12,34
110257,1.0,23,31
121185,1.0,12,15
118492,2.0,12,12
107065,6.0,11,32
121226,10.0,10,24
117830,,9,23
103233,9.0,16,34
104186,6.0,6,6
118761,10.0,10,26
102431,10.0,10,23
104568,4.0,10,15
113607,5.0,7,25
118377,3.0,9,18
117646,4.0,20,30
100931,14.0,14,14
116898,1.0,9,30
123196,9.0,20,20
117726,13.0,22,22
115088,3.0,15,15
113092,6.0,15,24
120694,6.0,18,18
107162,4.0,9,22
118861,6.0,22,30
108863,9.0,9,29
102739,4.0,4,25
117128,1.0,15,15
110905,9.0,9,16
122730,0.0,16,30
107627,4.0,23,23
112293,5.0,24,24
110945,4.0,22,34
103226,2.0,4,19
119262,5.0,22,22
121099,3.0,23,33
101269,1.0,6,19
120590,5.0,15,15
106311,12.0,12,23
109275,10.0,18,18
101927,10.0,14,27
122304,7.0,16,27
112120,5.0,18,18
109916,5.0,18,26
101507,11.0,19,19
108686,,17,27
112805,14.0,20,20
106092,9.0,24,24
118792,6.0,10,29
107669,8.0,8,9
107664,2.0,8,24
116630,12.0,22,22
124709,3.0,21,21
108254,8.0,11,14
111347,12.0,17,21
106433,13.0,13,13
115759,6.0,13,13
105756,2.0,14,17
116857,11.0,13,22
116671,7.0,22,22
111317,7.0,7,11
105404,6.0,6,15
108766,5.0,23,23
100099,2.0,6,7
120218,5.0,20,20
119310,1.0,22,22
110977,9.0,9,19
112490,,4,9
100335,2.0,9,30
102413,3.0,22,22
123748,6.0,7,7
110350,0.0,7,21
115876,5.0,20,26
105151,0.0,18,18
121955,4.0,6,12
109424,6.0,14,24
107964,9.0,9,9
101671,2.0,18,18
123574,1.0,18,21
124397,5.0,9,21
105784,2.0,3,17
104317,12.0,21,21
123480,4.0,19,19
100905,7.0,24,32
115486,13.0,14,24
116709,5.0,24,28
115266,10.0,17,22
108588,11.0,11,15
104588,9.0,21,25
105612,6.0,20,34
116082,3.0,21,33
101131,3.0,4,19
122819,7.0,23,30
112245,0.0,6,8
122664,11.0,22,25
119980,9.0,21,23
107258,9.0,9,9
116813,10.0,23,23
103517,10.0,20,33
105244,12.0,12,26
114052,14.0,17,17
112237,6.0,13,13
114338,1.0,11,17
112259,3.0,8,22
119494,2.0,24,24
107678,1.0,23,23
104539,1.0,3,23
113448,13.0,22,34
104663,9.0,9,11
108490,3.0,11,11
113386,7.0,9,18
103990,8.0,16,16
105336,5.0,5,27
116318,2.0,12,22
114050,1.0,8,34
117101,4.0,19,29
121224,12.0,15,15
112411,3.0,13,24
108393,5.0,24,24
119554,2.0,4,7
119823,2.0,24,24
110789,6.0,11,11
102528,11.0,11,11
101477,2.0,22,22
114354,4.0,11,29
118390,0.0,10,32
110381,8.0,10,19
124993,11.0,16,29
114551,0.0,22,29
114450,7.0,19,19
114037,14.0,14,19
114215,10.0,11,22
106854,12.0,22,22
118141,6.0,24,24
117174,0.0,4,16
108543,12.0,12,30
100913,11.0,23,30
121378,5.0,11,23
114685,5.0,20,28
117650,2.0,12,18
118521,7.0,7,32
108346,0.0,11,34
119578,5.0,13,29
107469,14.0,14,14
115539,14.0,14,23
113692,1.0,23,23
118730,4.0,10,25
108424,3.0,24,24
102441,8.0,9,30
116687,5.0,11,11
100987,11.0,15,15
111480,0.0,5,5
122490,5.0,20,20
105224,13.0,13,13
116034,9.0,18,32
116199,2.0,19,19
108039,6.0,24,26
102052,4.0,5,27
115742,11.0,11,33
103005,0.0,10,24
113491,5.0,6,10
111400,6.0,11,11
124620,10.0,10,15
111085,3.0,3,12
104571,7.0,7,11
124908,12.0,15,15
113803,6.0,6,17
118398,2.0,17,30
109041,13.0,13,22
101258,14.0,14,15
114711,4.0,4,10
123158,0.0,4,17
106976,9.0,24,24
110189,1.0,11,22
117404,1.0,11,11
123081,14.0,17,17
115297,14.0,14,19
120117,2.0,22,33
123164,1.0,7,17
101842,8.0,8,21
124597,5.0,12,12
113859,0.0,21,21
123934,4.0,11,28
106074,12.0,12,12
123744,3.0,5,12
105789,6.0,23,28
103055,5.0,20,25
100348,2.0,16,16
112419,13.0,14,17
117711,1.0,17,19
100239,6.0,22,22
124078,1.0,12,12
106901,2.0,12,31
111708,8.0,11,24
110820,4.0,21,21
124135,0.0,23,23
117006,0.0,20,30
114981,0.0,20,22
117561,8.0,8,23
121056,2.0,9,31
109040,4.0,24,24
110866,5.0,6,32
119379,1.0,19,32
122989,9.0,9,29
112242,3.0,10,28
107695,2.0,16,33
109352,8.0,18,18
105140,9.0,9,33
119508,6.0,19,19
102834,1.0,6,14
101313,6.0,6,24
102459,7.0,7,31
116781,13.0,16,16
104122,14.0,14,14
111818,10.0,16,20
102422,4.0,12,12
101362,9.0,9,11
105936,7.0,11,11
103557,2.0,14,14
113162,11.0,11,27
104037,10.0,10,10
102135,,5,7
113845,10.0,10,11
121842,3.0,17,17
109885,13.0,18,18
113741,3.0,3,30
106939,0.0,21,26
123837,7.0,7,7
106038,3.0,23,23
116459,10.0,14,28
111980,3.0,23,23
104548,12.0,24,24
111718,14.0,18,28
112587,4.0,7,15
101619,3.0,3,33
114531,6.0,23,29
103419,3.0,22,22
112423,4.0,12,12
119939,12.0,12,14
124192,11.0,16,24
122364,6.0,16,16
100740,5.0,16,19
113395,2.0,10,13
122554,6.0,17,17
119443,1.0,18,18
124458,0.0,12,12
115978,14.0,14,14
120154,5.0,6,32
111929,,14,22
106370,7.0,7,26
113519,8.0,8,23
114337,0.0,16,25
113730,8.0,8,18
107215,6.0,9,15
102465,4.0,18,19
122592,0.0,16,16
124382,3.0,13,13
106326,7.0,23,23
104172,12.0,12,20
111257,11.0,11,27
112333,6.0,11,11
102209,7.0,23,23
114905,1.0,24,24
105328,13.0,13,34
124257,10.0,12,23
100472,12.0,23,34
112668,0.0,11,28
105828,7.0,7,24
113417,12.0,21,21
102417,10.0,13,21
102113,12.0,19,19
124852,5.0,16,30
102826,3.0,4,20
119674,1.0,20,33
105408,14.0,14,14
100927,4.0,21,21
106314,12.0,14,14
109132,8.0,15,15
117741,13.0,13,13
113669,12.0,12,34
105374,1.0,19,19
105887,3.0,13,13
104128,7.0,22,22
111578,11.0,11,11
111825,0.0,18,19
105154,10.0,11,26
116820,2.0,13,13
124426,1.0,3,32
118748,3.0,3,21
124529,9.0,9,9
123329,10.0,20,20
110732,0.0,21,21
112280,7.0,7,17
117021,1.0,9,9
101996,13.0,15,15
112985,10.0,12,20
111256,10.0,10,27
103443,4.0,24,24
101251,10.0,20,24
115342,10.0,10,22
113411,2.0,21,21
112532,5.0,23,23
119212,10.0,20,20
104959,11.0,14,14
102343,,7,28
116747,3.0,14,17
123955,1.0,17,17
108662,12.0,12,23
108223,,13,13
109062,3.0,10,24
114764,9.0,13,26
102711,4.0,12,13
120494,5.0,16,16
101975,3.0,10,17
114499,13.0,13,24
109446,2.0,21,21
108706,13.0,13,16
114417,11.0,13,13
122417,8.0,8,8
109197,3.0,10,25
124944,12.0,24,24
120838,8.0,8,24
105402,,13,30
100240,12.0,14,20
100021,12.0,19,28
116648,4.0,17,25
108421,5.0,13,28
121641,14.0,14,24
119881,4.0,4,28
107178,8.0,23,32
119611,2.0,7,19
111918,5.0,18,22
112894,3.0,8,22
114958,4.0,9,11
117704,8.0,18,29
119186,2.0,21,21
101719,3.0,18,30
105395,9.0,9,24
105114,5.0,24,28
111287,14.0,14,14
118262,11.0,20,27
107433,13.0,13,15
100966,0.0,11,25
119960,8.0,17,25
119902,9.0,21,21
123684,12.0,13,19
109682,1.0,3,24
120355,0.0,3,6
111792,1.0,9,18
101817,8.0,22,22
119995,1.0,10,31
107189,0.0,15,25
116819,11.0,11,11
106145,13.0,19,19
114979,6.0,11,11
120735,5.0,13,33
117889,2.0,7,14
117712,4.0,16,32
108591,1.0,13,13
122454,7.0,19,19
117144,5.0,15,15
100870,8.0,8,30
104784,1.0,16,16
115391,13.0,18,18
104636,7.0,20,30
110478,12.0,12,12
119862,12.0,13,13
124333,3.0,6,8
104399,8.0,11,28
121902,14.0,20,20
124822,13.0,23,25
110342,5.0,22,22
104669,2.0,10,16
102514,11.0,16,30
106112,10.0,19,30
119841,8.0,21,32
104664,2.0,5,22
115381,3.0,20,24
105468,9.0,9,25
115207,3.0,6,18
105341,11.0,11,20
111587,1.0,17,17
112431,12.0,12,26
116770,2.0,17,17
122723,9.0,9,30
124359,11.0,11,20
119171,11.0,17,30
104471,9.0,10,25
123091,10.0,10,30
122066,10.0,13,13
123263,10.0,18,18
112903,,13,29
119403,1.0,20,20
106985,1.0,23,23
118350,8.0,21,29
115511,10.0,10,22
115059,9.0,9,9
115062,12.0,12,12
105922,13.0,13,21
120899,1.0,3,23
114259,3.0,8,8
117638,4.0,15,15
123918,14.0,15,23
104862,5.0,17,17
102894,10.0,19,23
120624,14.0,18,28
122844,14.0,14,21
113136,14.0,14,22
123477,3.0,21,21
106349,10.0,19,19
100857,4.0,24,24
105928,0.0,8,10
103564,7.0,7,14
113178,8.0,13,22
112219,7.0,20,24
119831,11.0,12,26
102103,6.0,24,24
122825,1.0,4,13
124416,2.0,6,14
114621,2.0,23,29
117763,6.0,23,23
115362,4.0,17,17
123662,3.0,16,16
124762,6.0,23,23
124824,11.0,16,16
108345,12.0,20,21
110942,2.0,15,17
118411,11.0,24,26
112961,10.0,23,23
105835,3.0,22,22
105223,5.0,5,26
113578,3.0,15,15
118765,1.0,13,13
112907,12.0,15,15
116590,2.0,23,25
103666,14.0,20,30
103126,13.0,13,13
105100,0.0,9,13
112438,4.0,16,16
113442,7.0,21,21
104501,2.0,21,33
119257,12.0,16,16
103281,11.0,11,25
116137,6.0,23,23
110087,9.0,19,19
112726,4.0,17,19
118901,4.0,22,32
117173,6.0,8,8
117391,,19,19
115554,1.0,22,22
118017,6.0,6,13
100879,3.0,6,17
121183,9.0,17,20
123910,10.0,10,15
116174,9.0,24,24
119527,8.0,8,15
113765,8.0,19,22
120275,0.0,15,15
121689,2.0,19,19
107103,11.0,11,12
109642,4.0,4,10
107846,5.0,9,9
117916,14.0,18,18
121125,7.0,16,16
118104,8.0,9,28
109454,3.0,14,14
121339,4.0,13,13
120564,,13,13
118539,7.0,9,10
103018,13.0,20,23
107623,7.0,8,11
108296,13.0,18,22
110230,12.0,12,12
122711,1.0,9,22
111098,13.0,24,33
114128,4.0,13,13
107050,7.0,22,22
103601,2.0,12,19
104368,9.0,12,12
110518,8.0,21,28
121319,6.0,15,25
117550,12.0,12,24
124733,13.0,13,34
110293,14.0,14,14
106042,9.0,9,26
106957,12.0,12,23
100270,14.0,14,30
118462,11.0,11,11
123634,5.0,22,30
103115,8.0,8,25
111907,1.0,16,22
121642,6.0,13,13
122998,4.0,4,12
120536,12.0,13,23
104308,2.0,8,11
118417,6.0,8,28
118804,5.0,21,32
114347,14.0,14,27
113115,14.0,18,18
113672,4.0,17,17
100266,4.0,20,30
109977,8.0,12,22
123600,4.0,18,18
110984,9.0,9,26
112557,,9,21
124019,12.0,19,19
108648,5.0,7,21
101010,10.0,11,33
109118,12.0,12,31
111041,2.0,3,15
107542,0.0,12,27
120669,6.0,13,13
113192,13.0,21,23
106795,13.0,20,25
117506,10.0,10,15
124497,14.0,18,18
113117,4.0,7,23
112952,0.0,14,21
117182,5.0,6,6
101767,0.0,11,27
116379,1.0,15,15
120720,9.0,21,21
113956,7.0,15,34
104563,14.0,20,20
109288,0.0,7,7
116815,13.0,21,21
101602,6.0,7,7
124586,3.0,13,31
113811,14.0,14,14
101954,0.0,24,24
124220,0.0,13,30
113687,13.0,16,16
102134,14.0,23,23
119752,14.0,24,29
106465,12.0,23,26
113191,9.0,9,30
115371,10.0,23,23
119416,1.0,4,25
120570,8.0,12,12
104048,10.0,10,22
105944,10.0,13,13
114748,2.0,11,11
111024,3.0,4,14
119156,4.0,19,19
103039,12.0,24,32
122388,11.0,21,30
120890,6.0,22,22
121912,0.0,21,33
106705,1.0,16,24
117291,8.0,17,32
112093,5.0,10,18
120101,6.0,12,29
106441,7.0,12,16
117461,12.0,12,32
103510,13.0,13,13
119291,5.0,23,27
100900,2.0,11,11
102509,6.0,19,19
103837,2.0,20,29
112383,9.0,22,32
110757,6.0,6,11
100069,10.0,10,34
101194,2.0,4,9
119438,,7,29
110698,14.0,16,16
124983,,14,14
117029,0.0,10,16
105385,13.0,18,20
103706,1.0,8,26
104562,11.0,20,20
113001,10.0,10,10
111264,9.0,13,32
120786,0.0,4,18
109195,9.0,9,21
121964,7.0,22,22
108253,4.0,16,21
117492,6.0,7,14
108517,7.0,16,16
102977,5.0,13,17
117125,12.0,12,12
120352,12.0,20,26
106200,9.0,12,17
104502,9.0,9,9
106897,2.0,23,34
107504,12.0,12,15
104845,0.0,22,26
101089,6.0,24,28
103710,9.0,9,12
101972,6.0,8,9
124004,0.0,9,16
105164,14.0,21,24
122187,13.0,13,29
114920,13.0,17,17
118193,7.0,7,7
102831,12.0,12,17
118612,5.0,23,23
116013,4.0,17,30
122215,6.0,19,27
102452,3.0,9,17
122489,7.0,20,21
112448,9.0,9,16
112525,13.0,24,30
101400,5.0,5,24
114160,6.0,16,16
124866,9.0,9,17
112269,9.0,19,19
115914,11.0,11,11
121805,13.0,13,18
119884,9.0,19,19
104935,9.0,9,9
109802,6.0,6,8
100246,1.0,14,24
115728,14.0,14,17
105732,1.0,8,26
114045,12.0,12,12
124588,4.0,21,21
115179,11.0,11,15
122923,1.0,3,15
113780,12.0,22,22
110270,8.0,19,19
111539,13.0,21,29
113311,9.0,22,23
106085,13.0,13,21
124789,6.0,6,7
122777,3.0,18,32
118707,3.0,6,7
116634,4.0,10,18
116902,3.0,7,7
119633,9.0,18,21
117507,11.0,11,11
118794,4.0,20,20
114254,6.0,14,14
107236,11.0,11,15
115089,12.0,18,23
101918,9.0,19,27
117408,4.0,19,19
121676,1.0,20,31
100850,11.0,21,21
108917,11.0,11,18
103247,7.0,16,26
122895,8.0,22,28
118753,9.0,9,14
115651,13.0,16,27
114984,12.0,22,22
114100,1.0,17,17
118196,14.0,21,27
121484,4.0,24,24
120762,9.0,9,29
105340,2.0,10,29
112584,2.0,24,24
100316,14.0,21,28
119592,13.0,18,18
102880,6.0,23,23
101921,9.0,15,20
109592,8.0,14,14
111559,3.0,24,24
107284,12.0,12,12
104989,13.0,13,33
123528,7.0,7,13
109921,0.0,13,27
110417,0.0,5,33
114595,11.0,11,16
122204,13.0,13,28
115525,12.0,19,34
120250,2.0,7,12
120166,12.0,19,19
116330,1.0,3,11
114778,,6,25
104507,10.0,10,17
109131,12.0,12,12
108407,13.0,13,15
118684,8.0,23,32
114169,2.0,16,31
113321,6.0,14,14
115819,6.0,15,29
114130,13.0,14,20
119383,14.0,19,23
112097,14.0,21,21
122988,6.0,14,19
114649,11.0,18,27
115921,3.0,22,22
109951,12.0,12,12
112248,6.0,9,19
118728,1.0,14,17
114742,12.0,12,29
120940,8.0,22,22
100024,6.0,18,29
115252,13.0,14,14
108886,10.0,12,15
120972,8.0,8,8
116071,5.0,5,14
102616,2.0,8,30
108527,13.0,13,34
117918,7.0,7,11
115230,3.0,5,34
114579,13.0,13,17
121374,3.0,13,17
122476,0.0,8,33
109304,1.0,5,9
117599,6.0,12,32
106400,4.0,22,22
121019,5.0,14,15
107825,13.0,13,32
106215,14.0,14,31
120794,7.0,14,14
102887,9.0,13,13
104384,1.0,13,33
114458,7.0,7,34
102329,0.0,14,24
101718,8.0,8,8
123116,10.0,10,27
100295,13.0,24,31
108774,4.0,4,19
124025,3.0,4,33
109907,4.0,13,18
103118,9.0,9,20
105639,14.0,20,24
112713,10.0,10,18
123821,9.0,24,34
118802,3.0,20,20
122058,11.0,16,33
116153,0.0,13,26
101008,0.0,24,30
103437,10.0,10,30
117531,8.0,8,20
119929,1.0,16,20
122842,12.0,12,32
106647,14.0,14,19
104031,3.0,23,23
110383,10.0,13,28
116699,6.0,12,33
105417,5.0,10,25
101891,7.0,11,11
118095,12.0,13,13
104656,3.0,6,21
121343,6.0,11,22
121176,4.0,18,28
105359,11.0,13,13
102403,13.0,13,31
113809,7.0,10,24
101012,12.0,19,19
119641,2.0,23,23
122047,5.0,5,7
116970,1.0,24,34
122801,13.0,20,31
109225,14.0,14,19
105929,8.0,16,16
101628,14.0,19,19
116774,10.0,10,14
119322,6.0,6,18
116389,3.0,12,12
101925,6.0,24,26
101459,2.0,4,6
109969,2.0,20,20
112349,6.0,22,24
107373,9.0,15,19
104033,14.0,19,20
121535,5.0,6,24
106068,12.0,12,12
100153,3.0,15,22
122843,1.0,17,17
110877,,7,34
112794,7.0,12,18
102897,11.0,11,25
112437,12.0,24,24
118389,0.0,18,27
123650,11.0,13,16
118693,2.0,21,21
118864,4.0,19,24
114927,5.0,9,17
102327,5.0,5,26
101658,8.0,8,21
106242,13.0,20,27
121144,8.0,14,27
104011,2.0,10,10
104655,8.0,8,18
100005,3.0,17,17
115267,8.0,24,28
113097,13.0,20,20
122021,10.0,20,20
113059,13.0,16,16
119819,2.0,4,21
124104,10.0,10,10
115691,14.0,14,16
119853,13.0,16,16
123547,14.0,14,19
103062,0.0,19,22
115218,13.0,13,32
110859,6.0,24,32
101379,7.0,24,24
121588,12.0,18,18
124530,5.0,5,6
106262,4.0,4,19
106206,12.0,24,33
111177,14.0,14,14
123767,3.0,12,20
107171,2.0,14,25
114513,9.0,14,16
120917,10.0,10,11
122404,4.0,23,24
116233,8.0,20,20
102172,14.0,21,34
104319,1.0,22,22
107350,1.0,18,32
108731,7.0,8,8
117717,2.0,4,20
120805,9.0,12,22
119800,14.0,14,24
105434,2.0,24,24
100508,14.0,14,14
116575,1.0,9,15
109262,6.0,6,12
102478,4.0,11,19
119359,,11,12
119483,13.0,13,13
117782,11.0,16,16
117899,2.0,7,16
100698,9.0,22,22
121818,12.0,15,34
124112,8.0,11,32
106454,1.0,8,10
110718,10.0,22,22
122647,12.0,15,15
124074,13.0,13,13
119255,7.0,7,31
115662,5.0,24,24
116542,13.0,13,20
107112,12.0,12,17
103069,4.0,20,20
106702,5.0,21,21
112508,7.0,10,10
114530,10.0,10,13
124518,7.0,14,18
105930,8.0,8,32
122754,4.0,12,26
117732,3.0,17,17
124118,14.0,14,14
109937,3.0,19,19
119352,0.0,3,25
113990,3.0,17,17
107009,0.0,5,16
112885,6.0,6,34
101471,3.0,23,23
118421,6.0,22,31
114369,11.0,18,18
115494,7.0,10,25
112764,8.0,10,10
119099,11.0,16,22
103809,3.0,6,22
123487,1.0,20,22
107487,3.0,19,19
106154,2.0,24,28
120674,2.0,15,27
121034,0.0,9,18
106945,14.0,14,33
121010,3.0,14,29
118199,2.0,11,22
101336,1.0,6,28
122279,0.0,21,30
110951,12.0,18,24
100333,3.0,11,25
104375,4.0,12,24
109077,7.0,7,7
107775,7.0,24,24
101691,5.0,6,8
119235,3.0,6,28
103852,0.0,14,14
118100,7.0,12,28
100878,10.0,20,29
102868,1.0,6,20
112334,1.0,18,32
113521,12.0,20,33
112306,5.0,7,31
100436,4.0,8,25
113787,1.0,4,27
112007,4.0,13,21
114243,7.0,7,13
110136,11.0,14,29
124579,0.0,12,17
115259,7.0,20,20
101071,14.0,14,19
123340,10.0,13,22
104263,3.0,11,27
109884,2.0,16,33
109846,8.0,16,33
119502,14.0,20,20
109169,5.0,5,16
104081,4.0,7,15
117909,3.0,10,17
118155,7.0,14,14
118168,10.0,17,32
107589,14.0,14,26
109861,4.0,4,34
119197,5.0,17,17
106485,11.0,22,22
110144,1.0,18,23
122410,9.0,22,22
109448,9.0,9,31
120299,3.0,18,33
121657,7.0,23,23
109649,6.0,20,34
115693,8.0,24,28
111675,9.0,9,23
110900,8.0,24,24
114238,12.0,15,30
113667,13.0,24,24
115901,7.0,7,26
121741,6.0,8,34
102225,10.0,16,16
122268,3.0,14,14
110933,4.0,6,29
116527,7.0,10,10
107844,4.0,18,18
109203,12.0,23,23
110704,3.0,9,10
122391,7.0,18,18
116743,11.0,11,15
109151,14.0,18,18
122733,5.0,7,27
120405,0.0,20,20
123696,14.0,14,31
120798,3.0,17,25
103905,14.0,14,23
117243,1.0,8,34
104497,12.0,12,18
103526,14.0,24,33
121904,11.0,11,26
111755,8.0,8,11
113936,9.0,9,14
112381,10.0,13,19
115668,10.0,14,23
111011,8.0,20,23
117289,4.0,17,23
119950,8.0,12,34
100797,9.0,24,24
103701,14.0,15,16
115221,2.0,17,28
105161,4.0,8,15
124776,0.0,4,12
114281,13.0,18,20
107006,14.0,14,26
120613,6.0,13,18
113081,0.0,7,22
104002,9.0,19,19
108258,9.0,19,19
107624,8.0,18,21
118796,8.0,19,19
102466,1.0,22,22
110949,4.0,14,24
116635,,9,9
124093,11.0,12,12
106334,7.0,7,11
124650,9.0,19,19
102292,8.0,23,34
105201,14.0,14,22
107564,,6,34
107028,6.0,20,34
105615,8.0,8,20
117958,9.0,17,34
108882,11.0,18,31
113609,0.0,5,13
119763,14.0,17,18
114925,3.0,5,7
109873,10.0,22,22
119010,5.0,9,9
112767,7.0,18,18
105477,4.0,18,24
115713,14.0,14,20
104007,11.0,11,24
107133,1.0,22,22
106674,6.0,18,26
112993,4.0,9,25
103178,9.0,15,15
124250,11.0,23,30
102477,7.0,18,33
107376,8.0,20,20
122088,9.0,21,21
123614,2.0,23,23
106223,3.0,11,25
109143,7.0,7,16
109323,12.0,12,22
116785,1.0,5,6
100538,11.0,18,33
118632,3.0,11,34
102075,11.0,18,18
107811,3.0,16,17
122095,7.0,7,9
109787,3.0,14,25
107720,14.0,18,23
101950,13.0,16,20
113073,3.0,9,25
106263,10.0,14,14
110826,6.0,11,11
114770,8.0,8,13
114229,0.0,3,33
103862,4.0,18,29
116696,4.0,5,8
108628,11.0,11,19
118636,0.0,16,19
102017,0.0,3,16
100474,10.0,10,17
111574,8.0,17,18
101610,2.0,16,33
104990,3.0,8,8
123869,4.0,9,17
122305,1.0,17,17
101304,14.0,14,17
117223,7.0,7,30
106510,12.0,12,12
106140,3.0,17,17
102667,13.0,15,34
103732,7.0,7,9
118280,10.0,23,32
110476,13.0,17,17
121442,6.0,13,13
123000,3.0,18,24
121747,5.0,5,14
123854,0.0,8,33
121021,8.0,23,27
118530,8.0,8,10
116123,7.0,21,21
100088,13.0,13,23
113604,11.0,11,29
100294,9.0,9,27
109729,12.0,12,24
115169,0.0,18,18
111128,7.0,16,16
117270,11.0,11,15
110586,10.0,10,24
104892,4.0,11,31
118815,0.0,21,21
111375,14.0,14,15
119702,8.0,8,28
121198,1.0,23,23
121022,7.0,21,24
104273,1.0,14,31
120177,12.0,12,12
110007,4.0,17,17
